room_ID,Timestamp,Temperature (Fahrenheit),Noise Level (Decibels)
5,2023-09-01 08:00:00,71.6,60
5,2023-09-01 08:15:00,73.4,35
5,2023-09-01 08:30:00,73.1,39
5,2023-09-01 08:45:00,71.9,56
5,2023-09-01 09:00:00,70.4,44
5,2023-09-01 09:15:00,73.2,44
5,2023-09-01 09:30:00,73.4,54
5,2023-09-01 09:45:00,70.3,60
5,2023-09-01 10:00:00,72.5,44
5,2023-09-01 10:15:00,70.0,48
5,2023-09-01 10:30:00,74.7,47
5,2023-09-01 10:45:00,73.0,42
5,2023-09-01 11:00:00,71.0,37
5,2023-09-01 11:15:00,73.8,57
5,2023-09-01 11:30:00,74.1,47
5,2023-09-01 11:45:00,71.3,48
5,2023-09-01 12:00:00,74.9,58
5,2023-09-01 12:15:00,71.8,53
5,2023-09-01 12:30:00,74.8,40
5,2023-09-01 12:45:00,71.4,59
5,2023-09-01 13:00:00,71.1,52
5,2023-09-01 13:15:00,74.9,54
5,2023-09-01 13:30:00,71.6,55
5,2023-09-01 13:45:00,72.6,56
5,2023-09-01 14:00:00,75.0,49
5,2023-09-01 14:15:00,71.5,54
5,2023-09-01 14:30:00,73.5,37
5,2023-09-01 14:45:00,75.0,58
5,2023-09-01 15:00:00,73.2,54
5,2023-09-01 15:15:00,73.8,36
5,2023-09-01 15:30:00,73.7,56
5,2023-09-01 15:45:00,71.4,42
5,2023-09-01 16:00:00,74.3,59
5,2023-09-01 16:15:00,74.7,44
5,2023-09-01 16:30:00,70.0,50
5,2023-09-01 16:45:00,71.9,51
5,2023-09-01 17:00:00,70.4,59
5,2023-09-01 17:15:00,74.5,46
5,2023-09-01 17:30:00,74.9,60
5,2023-09-01 17:45:00,72.2,53
5,2023-09-01 18:00:00,74.1,52
5,2023-09-01 18:15:00,74.4,45
5,2023-09-01 18:30:00,71.2,42
5,2023-09-01 18:45:00,71.2,58
5,2023-09-01 19:00:00,73.8,53
5,2023-09-01 19:15:00,71.1,50
5,2023-09-01 19:30:00,70.7,58
5,2023-09-01 19:45:00,74.4,52
5,2023-09-01 20:00:00,71.8,51
5,2023-09-01 20:15:00,72.6,47
5,2023-09-01 20:30:00,73.3,46
5,2023-09-01 20:45:00,71.7,48
5,2023-09-01 21:00:00,70.7,53
5,2023-09-01 21:15:00,75.0,59
5,2023-09-01 21:30:00,73.6,36
5,2023-09-01 21:45:00,71.2,52
5,2023-09-01 22:00:00,71.3,42
5,2023-09-01 22:15:00,72.0,38
5,2023-09-01 22:30:00,74.1,44
5,2023-09-01 22:45:00,70.5,39
5,2023-09-01 23:00:00,74.8,53
5,2023-09-01 23:15:00,70.7,50
5,2023-09-01 23:30:00,71.5,43
5,2023-09-01 23:45:00,74.6,44
5,2023-09-02 00:00:00,70.4,59
5,2023-09-02 00:15:00,73.9,39
5,2023-09-02 00:30:00,70.8,48
5,2023-09-02 00:45:00,74.7,36
5,2023-09-02 01:00:00,70.9,55
5,2023-09-02 01:15:00,72.7,43
5,2023-09-02 01:30:00,72.7,38
5,2023-09-02 01:45:00,71.0,41
5,2023-09-02 02:00:00,70.3,39
5,2023-09-02 02:15:00,71.5,37
5,2023-09-02 02:30:00,73.0,57
5,2023-09-02 02:45:00,73.6,41
5,2023-09-02 03:00:00,71.3,56
5,2023-09-02 03:15:00,74.3,49
5,2023-09-02 03:30:00,73.3,36
5,2023-09-02 03:45:00,71.6,50
5,2023-09-02 04:00:00,73.4,49
5,2023-09-02 04:15:00,70.0,51
5,2023-09-02 04:30:00,73.0,43
5,2023-09-02 04:45:00,73.6,48
5,2023-09-02 05:00:00,70.5,39
5,2023-09-02 05:15:00,71.2,38
5,2023-09-02 05:30:00,71.6,53
5,2023-09-02 05:45:00,70.9,41
5,2023-09-02 06:00:00,71.7,51
5,2023-09-02 06:15:00,70.2,40
5,2023-09-02 06:30:00,73.6,47
5,2023-09-02 06:45:00,73.9,46
5,2023-09-02 07:00:00,70.5,60
5,2023-09-02 07:15:00,70.8,59
5,2023-09-02 07:30:00,74.7,50
5,2023-09-02 07:45:00,74.3,58
5,2023-09-02 08:00:00,74.2,59
5,2023-09-02 08:15:00,73.3,42
5,2023-09-02 08:30:00,71.4,58
5,2023-09-02 08:45:00,71.9,40
