room_ID,Timestamp,Temperature (Fahrenheit),Noise Level (Decibels)
2,2023-09-01 08:00:00,72.0,49
2,2023-09-01 08:15:00,73.7,52
2,2023-09-01 08:30:00,74.8,55
2,2023-09-01 08:45:00,73.7,51
2,2023-09-01 09:00:00,71.1,49
2,2023-09-01 09:15:00,73.0,35
2,2023-09-01 09:30:00,73.8,56
2,2023-09-01 09:45:00,70.2,36
2,2023-09-01 10:00:00,71.9,46
2,2023-09-01 10:15:00,72.9,57
2,2023-09-01 10:30:00,74.6,40
2,2023-09-01 10:45:00,71.5,58
2,2023-09-01 11:00:00,72.9,44
2,2023-09-01 11:15:00,71.2,35
2,2023-09-01 11:30:00,70.1,38
2,2023-09-01 11:45:00,70.2,37
2,2023-09-01 12:00:00,72.9,40
2,2023-09-01 12:15:00,74.7,51
2,2023-09-01 12:30:00,71.4,54
2,2023-09-01 12:45:00,71.9,42
2,2023-09-01 13:00:00,71.3,49
2,2023-09-01 13:15:00,70.1,40
2,2023-09-01 13:30:00,73.5,57
2,2023-09-01 13:45:00,70.3,55
2,2023-09-01 14:00:00,74.4,42
2,2023-09-01 14:15:00,72.6,55
2,2023-09-01 14:30:00,71.7,35
2,2023-09-01 14:45:00,70.4,50
2,2023-09-01 15:00:00,70.3,45
2,2023-09-01 15:15:00,73.6,58
2,2023-09-01 15:30:00,73.8,41
2,2023-09-01 15:45:00,72.0,42
2,2023-09-01 16:00:00,72.7,58
2,2023-09-01 16:15:00,72.9,48
2,2023-09-01 16:30:00,70.1,43
2,2023-09-01 16:45:00,72.9,43
2,2023-09-01 17:00:00,74.2,44
2,2023-09-01 17:15:00,71.2,42
2,2023-09-01 17:30:00,71.3,36
2,2023-09-01 17:45:00,74.3,36
2,2023-09-01 18:00:00,70.3,42
2,2023-09-01 18:15:00,71.8,53
2,2023-09-01 18:30:00,73.2,44
2,2023-09-01 18:45:00,71.1,58
2,2023-09-01 19:00:00,72.1,60
2,2023-09-01 19:15:00,71.3,35
2,2023-09-01 19:30:00,72.0,47
2,2023-09-01 19:45:00,74.6,39
2,2023-09-01 20:00:00,74.6,48
2,2023-09-01 20:15:00,70.5,38
2,2023-09-01 20:30:00,72.9,40
2,2023-09-01 20:45:00,72.5,49
2,2023-09-01 21:00:00,71.4,56
2,2023-09-01 21:15:00,72.8,48
2,2023-09-01 21:30:00,72.3,37
2,2023-09-01 21:45:00,74.2,51
2,2023-09-01 22:00:00,73.7,40
2,2023-09-01 22:15:00,73.4,47
2,2023-09-01 22:30:00,70.8,36
2,2023-09-01 22:45:00,71.6,50
2,2023-09-01 23:00:00,74.8,53
2,2023-09-01 23:15:00,73.0,39
2,2023-09-01 23:30:00,71.9,35
2,2023-09-01 23:45:00,74.9,60
2,2023-09-02 00:00:00,71.8,46
2,2023-09-02 00:15:00,71.2,59
2,2023-09-02 00:30:00,72.7,58
2,2023-09-02 00:45:00,74.3,51
2,2023-09-02 01:00:00,74.6,47
2,2023-09-02 01:15:00,72.1,38
2,2023-09-02 01:30:00,74.8,57
2,2023-09-02 01:45:00,75.0,48
2,2023-09-02 02:00:00,71.7,60
2,2023-09-02 02:15:00,72.2,57
2,2023-09-02 02:30:00,74.2,44
2,2023-09-02 02:45:00,72.3,39
2,2023-09-02 03:00:00,71.8,56
2,2023-09-02 03:15:00,73.4,50
2,2023-09-02 03:30:00,74.8,48
2,2023-09-02 03:45:00,71.9,42
2,2023-09-02 04:00:00,72.1,59
2,2023-09-02 04:15:00,73.6,54
2,2023-09-02 04:30:00,74.9,44
2,2023-09-02 04:45:00,72.4,51
2,2023-09-02 05:00:00,72.0,44
2,2023-09-02 05:15:00,73.4,36
2,2023-09-02 05:30:00,70.1,41
2,2023-09-02 05:45:00,73.2,59
2,2023-09-02 06:00:00,70.4,35
2,2023-09-02 06:15:00,72.8,56
2,2023-09-02 06:30:00,70.5,49
2,2023-09-02 06:45:00,71.1,37
2,2023-09-02 07:00:00,74.8,44
2,2023-09-02 07:15:00,73.5,52
2,2023-09-02 07:30:00,72.0,42
2,2023-09-02 07:45:00,70.2,39
2,2023-09-02 08:00:00,73.4,58
2,2023-09-02 08:15:00,73.3,58
2,2023-09-02 08:30:00,72.2,53
2,2023-09-02 08:45:00,74.3,60
